snapshot_date,product_id,warehouse,quantity_on_hand
2023-04-12,45,WH_EAST,407
2023-04-12,46,WH_WEST,131
2023-04-12,47,WH_WEST,239
2023-04-12,48,WH_EAST,55
2023-04-12,49,WH_NORTH,205
2023-04-12,50,WH_NORTH,165
2023-04-15,1,WH_SOUTH,311
2023-04-15,2,WH_NORTH,198
2023-04-15,3,WH_EAST,407
2023-04-15,4,WH_NORTH,494
2023-04-15,5,WH_WEST,330
2023-04-15,6,WH_NORTH,117
2023-04-15,7,WH_EAST,66
2023-04-15,8,WH_EAST,416
2023-04-15,9,WH_NORTH,361
2023-04-15,10,WH_WEST,349
2023-04-15,11,WH_NORTH,63
2023-04-15,12,WH_NORTH,377
2023-04-15,13,WH_EAST,286
2023-04-15,14,WH_NORTH,96
2023-04-15,15,WH_WEST,278
2023-04-15,16,WH_SOUTH,296
2023-04-15,17,WH_WEST,237
2023-04-15,18,WH_NORTH,236
2023-04-15,19,WH_EAST,89
2023-04-15,20,WH_NORTH,491
2023-04-15,21,WH_EAST,472
2023-04-15,22,WH_SOUTH,34
2023-04-15,23,WH_SOUTH,326
2023-04-15,24,WH_WEST,373
2023-04-15,25,WH_SOUTH,399
2023-04-15,26,WH_EAST,487
2023-04-15,27,WH_SOUTH,205
2023-04-15,28,WH_NORTH,71
2023-04-15,29,WH_SOUTH,57
2023-04-15,30,WH_WEST,292
2023-04-15,31,WH_NORTH,281
2023-04-15,32,WH_WEST,187
2023-04-15,33,WH_EAST,263
2023-04-15,34,WH_NORTH,72
2023-04-15,35,WH_SOUTH,101
2023-04-15,36,WH_EAST,279
2023-04-15,37,WH_SOUTH,387
2023-04-15,38,WH_EAST,98
2023-04-15,39,WH_NORTH,2
2023-04-15,40,WH_WEST,185
2023-04-15,41,WH_WEST,122
2023-04-15,42,WH_EAST,435
2023-04-15,43,WH_NORTH,245
2023-04-15,44,WH_EAST,173
2023-04-15,45,WH_EAST,193
2023-04-15,46,WH_SOUTH,395
2023-04-15,47,WH_EAST,62
2023-04-15,48,WH_NORTH,448
2023-04-15,49,WH_SOUTH,376
2023-04-15,50,WH_NORTH,155
2023-04-18,1,WH_NORTH,464
2023-04-18,2,WH_NORTH,77
2023-04-18,3,WH_SOUTH,96
2023-04-18,4,WH_NORTH,292
2023-04-18,5,WH_EAST,188
2023-04-18,6,WH_WEST,289
2023-04-18,7,WH_NORTH,477
2023-04-18,8,WH_SOUTH,173
2023-04-18,9,WH_WEST,51
2023-04-18,10,WH_WEST,475
2023-04-18,11,WH_WEST,41
2023-04-18,12,WH_WEST,358
2023-04-18,13,WH_NORTH,98
2023-04-18,14,WH_NORTH,176
2023-04-18,15,WH_WEST,256
2023-04-18,16,WH_WEST,464
2023-04-18,17,WH_NORTH,457
2023-04-18,18,WH_EAST,37
2023-04-18,19,WH_SOUTH,129
2023-04-18,20,WH_WEST,2
2023-04-18,21,WH_EAST,47
2023-04-18,22,WH_WEST,129
2023-04-18,23,WH_SOUTH,389
2023-04-18,24,WH_EAST,106
2023-04-18,25,WH_SOUTH,229
2023-04-18,26,WH_WEST,286
2023-04-18,27,WH_EAST,59
2023-04-18,28,WH_WEST,391
2023-04-18,29,WH_WEST,234
2023-04-18,30,WH_WEST,443
2023-04-18,31,WH_WEST,439
2023-04-18,32,WH_NORTH,4
2023-04-18,33,WH_WEST,143
2023-04-18,34,WH_SOUTH,158
2023-04-18,35,WH_EAST,482
2023-04-18,36,WH_WEST,346
2023-04-18,37,WH_SOUTH,431
2023-04-18,38,WH_NORTH,327
2023-04-18,39,WH_WEST,389
2023-04-18,40,WH_SOUTH,22
2023-04-18,41,WH_SOUTH,115
2023-04-18,42,WH_SOUTH,135
2023-04-18,43,WH_WEST,383
2023-04-18,44,WH_WEST,170
2023-04-18,45,WH_WEST,458
2023-04-18,46,WH_EAST,444
2023-04-18,47,WH_EAST,59
2023-04-18,48,WH_NORTH,154
2023-04-18,49,WH_EAST,459
2023-04-18,50,WH_NORTH,300
2023-04-21,1,WH_EAST,358
2023-04-21,2,WH_WEST,371
2023-04-21,3,WH_SOUTH,431
2023-04-21,4,WH_NORTH,277
2023-04-21,5,WH_NORTH,176
2023-04-21,6,WH_WEST,10
2023-04-21,7,WH_EAST,432
2023-04-21,8,WH_EAST,83
2023-04-21,9,WH_WEST,26
2023-04-21,10,WH_WEST,304
2023-04-21,11,WH_EAST,418
2023-04-21,12,WH_EAST,411
2023-04-21,13,WH_WEST,211
2023-04-21,14,WH_NORTH,53
2023-04-21,15,WH_NORTH,26
2023-04-21,16,WH_WEST,488
2023-04-21,17,WH_WEST,200
2023-04-21,18,WH_EAST,451
2023-04-21,19,WH_WEST,185
2023-04-21,20,WH_EAST,344
2023-04-21,21,WH_EAST,214
2023-04-21,22,WH_EAST,236
2023-04-21,23,WH_SOUTH,262
2023-04-21,24,WH_WEST,77
2023-04-21,25,WH_SOUTH,198
2023-04-21,26,WH_SOUTH,151
2023-04-21,27,WH_EAST,137
2023-04-21,28,WH_NORTH,388
2023-04-21,29,WH_SOUTH,296
2023-04-21,30,WH_NORTH,311
2023-04-21,31,WH_EAST,489
2023-04-21,32,WH_WEST,270
2023-04-21,33,WH_EAST,379
2023-04-21,34,WH_WEST,5
2023-04-21,35,WH_WEST,194
2023-04-21,36,WH_SOUTH,472
2023-04-21,37,WH_WEST,34
2023-04-21,38,WH_SOUTH,265
2023-04-21,39,WH_SOUTH,476
2023-04-21,40,WH_WEST,400
2023-04-21,41,WH_WEST,17
2023-04-21,42,WH_WEST,452
2023-04-21,43,WH_WEST,455
2023-04-21,44,WH_WEST,224
2023-04-21,45,WH_EAST,239
2023-04-21,46,WH_NORTH,387
2023-04-21,47,WH_SOUTH,291
2023-04-21,48,WH_WEST,73
2023-04-21,49,WH_WEST,114
2023-04-21,50,WH_WEST,239
2023-04-24,1,WH_SOUTH,450
2023-04-24,2,WH_WEST,35
2023-04-24,3,WH_NORTH,28
2023-04-24,4,WH_WEST,388
2023-04-24,5,WH_SOUTH,183
2023-04-24,6,WH_NORTH,66
2023-04-24,7,WH_WEST,88
2023-04-24,8,WH_SOUTH,338
2023-04-24,9,WH_NORTH,208
2023-04-24,10,WH_SOUTH,147
2023-04-24,11,WH_SOUTH,83
2023-04-24,12,WH_SOUTH,98
2023-04-24,13,WH_SOUTH,26
2023-04-24,14,WH_SOUTH,110
2023-04-24,15,WH_SOUTH,129
2023-04-24,16,WH_EAST,194
2023-04-24,17,WH_NORTH,403
2023-04-24,18,WH_WEST,416
2023-04-24,19,WH_NORTH,427
2023-04-24,20,WH_WEST,289
2023-04-24,21,WH_EAST,362
2023-04-24,22,WH_SOUTH,348
2023-04-24,23,WH_NORTH,204
2023-04-24,24,WH_EAST,335
2023-04-24,25,WH_SOUTH,97
2023-04-24,26,WH_EAST,224
2023-04-24,27,WH_WEST,165
2023-04-24,28,WH_SOUTH,306
2023-04-24,29,WH_EAST,46
2023-04-24,30,WH_SOUTH,258
2023-04-24,31,WH_EAST,124
2023-04-24,32,WH_WEST,366
2023-04-24,33,WH_NORTH,16
2023-04-24,34,WH_WEST,441
2023-04-24,35,WH_EAST,129
2023-04-24,36,WH_EAST,147
2023-04-24,37,WH_WEST,399
2023-04-24,38,WH_EAST,125
2023-04-24,39,WH_NORTH,59
2023-04-24,40,WH_NORTH,131
2023-04-24,41,WH_SOUTH,185
2023-04-24,42,WH_EAST,493
2023-04-24,43,WH_EAST,463
2023-04-24,44,WH_SOUTH,271
2023-04-24,45,WH_NORTH,165
2023-04-24,46,WH_SOUTH,498
2023-04-24,47,WH_WEST,210
2023-04-24,48,WH_EAST,496
2023-04-24,49,WH_SOUTH,186
2023-04-24,50,WH_EAST,409
2023-04-27,1,WH_NORTH,245
2023-04-27,2,WH_WEST,281
2023-04-27,3,WH_WEST,278
2023-04-27,4,WH_WEST,14
2023-04-27,5,WH_SOUTH,21
2023-04-27,6,WH_SOUTH,369
2023-04-27,7,WH_SOUTH,86
2023-04-27,8,WH_NORTH,127
2023-04-27,9,WH_NORTH,469
2023-04-27,10,WH_WEST,17
2023-04-27,11,WH_NORTH,318
2023-04-27,12,WH_EAST,286
2023-04-27,13,WH_WEST,493
2023-04-27,14,WH_WEST,472
2023-04-27,15,WH_SOUTH,487
2023-04-27,16,WH_SOUTH,276
2023-04-27,17,WH_WEST,289
2023-04-27,18,WH_WEST,81
2023-04-27,19,WH_WEST,103
2023-04-27,20,WH_NORTH,128
2023-04-27,21,WH_SOUTH,412
2023-04-27,22,WH_EAST,290
2023-04-27,23,WH_EAST,408
2023-04-27,24,WH_WEST,88
2023-04-27,25,WH_NORTH,242
2023-04-27,26,WH_WEST,158
2023-04-27,27,WH_EAST,58
2023-04-27,28,WH_WEST,4
2023-04-27,29,WH_SOUTH,99
2023-04-27,30,WH_SOUTH,277
2023-04-27,31,WH_NORTH,241
2023-04-27,32,WH_NORTH,9
2023-04-27,33,WH_EAST,40
2023-04-27,34,WH_NORTH,91
2023-04-27,35,WH_WEST,159
2023-04-27,36,WH_EAST,350
2023-04-27,37,WH_NORTH,76
2023-04-27,38,WH_NORTH,75
2023-04-27,39,WH_SOUTH,374
2023-04-27,40,WH_NORTH,42
2023-04-27,41,WH_WEST,184
2023-04-27,42,WH_EAST,187
2023-04-27,43,WH_EAST,34
2023-04-27,44,WH_WEST,141
2023-04-27,45,WH_WEST,317
2023-04-27,46,WH_SOUTH,337
2023-04-27,47,WH_NORTH,28
2023-04-27,48,WH_EAST,207
2023-04-27,49,WH_WEST,67
2023-04-27,50,WH_WEST,163
2023-04-30,1,WH_NORTH,399
2023-04-30,2,WH_NORTH,182
2023-04-30,3,WH_SOUTH,207
2023-04-30,4,WH_WEST,129
2023-04-30,5,WH_EAST,87
2023-04-30,6,WH_NORTH,117
2023-04-30,7,WH_WEST,28
2023-04-30,8,WH_WEST,273
2023-04-30,9,WH_EAST,149
2023-04-30,10,WH_SOUTH,103
2023-04-30,11,WH_NORTH,293
2023-04-30,12,WH_EAST,259
2023-04-30,13,WH_WEST,72
2023-04-30,14,WH_SOUTH,352
2023-04-30,15,WH_SOUTH,203
2023-04-30,16,WH_NORTH,218
2023-04-30,17,WH_NORTH,407
2023-04-30,18,WH_NORTH,442
2023-04-30,19,WH_EAST,171
2023-04-30,20,WH_WEST,500
2023-04-30,21,WH_SOUTH,117
2023-04-30,22,WH_SOUTH,205
2023-04-30,23,WH_WEST,38
2023-04-30,24,WH_EAST,379
2023-04-30,25,WH_EAST,256
2023-04-30,26,WH_NORTH,317
2023-04-30,27,WH_WEST,3
2023-04-30,28,WH_NORTH,186
2023-04-30,29,WH_NORTH,369
2023-04-30,30,WH_NORTH,289
2023-04-30,31,WH_WEST,254
2023-04-30,32,WH_WEST,342
2023-04-30,33,WH_SOUTH,14
2023-04-30,34,WH_SOUTH,179
2023-04-30,35,WH_NORTH,292
2023-04-30,36,WH_SOUTH,23
2023-04-30,37,WH_NORTH,434
2023-04-30,38,WH_SOUTH,281
2023-04-30,39,WH_EAST,64
2023-04-30,40,WH_SOUTH,116
2023-04-30,41,WH_SOUTH,496
2023-04-30,42,WH_WEST,430
2023-04-30,43,WH_NORTH,425
2023-04-30,44,WH_EAST,294
2023-04-30,45,WH_SOUTH,386
2023-04-30,46,WH_WEST,299
2023-04-30,47,WH_EAST,258
2023-04-30,48,WH_SOUTH,303
2023-04-30,49,WH_NORTH,175
2023-04-30,50,WH_EAST,468
2023-05-03,1,WH_EAST,415
2023-05-03,2,WH_NORTH,39
2023-05-03,3,WH_WEST,431
2023-05-03,4,WH_SOUTH,410
2023-05-03,5,WH_WEST,42
2023-05-03,6,WH_EAST,307
2023-05-03,7,WH_SOUTH,498
2023-05-03,8,WH_NORTH,462
2023-05-03,9,WH_WEST,171
2023-05-03,10,WH_WEST,154
2023-05-03,11,WH_NORTH,405
2023-05-03,12,WH_EAST,468
2023-05-03,13,WH_SOUTH,153
2023-05-03,14,WH_WEST,423
2023-05-03,15,WH_SOUTH,298
2023-05-03,16,WH_WEST,81
2023-05-03,17,WH_WEST,66
2023-05-03,18,WH_EAST,307
2023-05-03,19,WH_NORTH,264
2023-05-03,20,WH_SOUTH,354
2023-05-03,21,WH_NORTH,91
2023-05-03,22,WH_EAST,334
2023-05-03,23,WH_WEST,372
2023-05-03,24,WH_WEST,120
2023-05-03,25,WH_WEST,362
2023-05-03,26,WH_WEST,245
2023-05-03,27,WH_SOUTH,451
2023-05-03,28,WH_EAST,152
2023-05-03,29,WH_SOUTH,325
2023-05-03,30,WH_EAST,101
2023-05-03,31,WH_EAST,440
2023-05-03,32,WH_EAST,318
2023-05-03,33,WH_WEST,265
2023-05-03,34,WH_WEST,84
2023-05-03,35,WH_WEST,185
2023-05-03,36,WH_WEST,56
2023-05-03,37,WH_EAST,462
2023-05-03,38,WH_WEST,385
2023-05-03,39,WH_EAST,114
2023-05-03,40,WH_NORTH,427
2023-05-03,41,WH_SOUTH,314
2023-05-03,42,WH_NORTH,390
2023-05-03,43,WH_SOUTH,138
2023-05-03,44,WH_NORTH,328
2023-05-03,45,WH_EAST,64
2023-05-03,46,WH_EAST,241
2023-05-03,47,WH_WEST,492
2023-05-03,48,WH_NORTH,320
2023-05-03,49,WH_NORTH,369
2023-05-03,50,WH_NORTH,290
2023-05-06,1,WH_EAST,4
2023-05-06,2,WH_NORTH,214
2023-05-06,3,WH_EAST,247
2023-05-06,4,WH_SOUTH,244
2023-05-06,5,WH_WEST,65
2023-05-06,6,WH_EAST,450
2023-05-06,7,WH_SOUTH,207
2023-05-06,8,WH_WEST,355
2023-05-06,9,WH_SOUTH,64
2023-05-06,10,WH_EAST,133
2023-05-06,11,WH_SOUTH,472
2023-05-06,12,WH_NORTH,113
2023-05-06,13,WH_WEST,400
2023-05-06,14,WH_SOUTH,27
2023-05-06,15,WH_NORTH,367
2023-05-06,16,WH_EAST,472
2023-05-06,17,WH_NORTH,467
2023-05-06,18,WH_NORTH,347
2023-05-06,19,WH_EAST,75
2023-05-06,20,WH_WEST,123
2023-05-06,21,WH_NORTH,483
2023-05-06,22,WH_NORTH,385
2023-05-06,23,WH_WEST,94
2023-05-06,24,WH_SOUTH,202
2023-05-06,25,WH_EAST,466
2023-05-06,26,WH_NORTH,132
2023-05-06,27,WH_WEST,491
2023-05-06,28,WH_EAST,215
2023-05-06,29,WH_NORTH,449
2023-05-06,30,WH_NORTH,324
2023-05-06,31,WH_NORTH,267
2023-05-06,32,WH_EAST,64
2023-05-06,33,WH_SOUTH,111
2023-05-06,34,WH_EAST,312
2023-05-06,35,WH_EAST,229
2023-05-06,36,WH_EAST,83
2023-05-06,37,WH_SOUTH,294
2023-05-06,38,WH_SOUTH,427
2023-05-06,39,WH_EAST,315
2023-05-06,40,WH_WEST,350
2023-05-06,41,WH_WEST,466
2023-05-06,42,WH_WEST,403
2023-05-06,43,WH_WEST,408
2023-05-06,44,WH_NORTH,180
2023-05-06,45,WH_SOUTH,441
2023-05-06,46,WH_NORTH,404
2023-05-06,47,WH_SOUTH,85
2023-05-06,48,WH_WEST,393
2023-05-06,49,WH_SOUTH,379
2023-05-06,50,WH_EAST,238
2023-05-09,1,WH_SOUTH,206
2023-05-09,2,WH_EAST,5
2023-05-09,3,WH_NORTH,368
2023-05-09,4,WH_SOUTH,73
2023-05-09,5,WH_NORTH,294
2023-05-09,6,WH_NORTH,360
2023-05-09,7,WH_NORTH,221
2023-05-09,8,WH_EAST,431
2023-05-09,9,WH_WEST,208
2023-05-09,10,WH_NORTH,442
2023-05-09,11,WH_EAST,154
2023-05-09,12,WH_SOUTH,231
2023-05-09,13,WH_WEST,127
2023-05-09,14,WH_EAST,162
2023-05-09,15,WH_EAST,337
2023-05-09,16,WH_NORTH,365
2023-05-09,17,WH_EAST,90
2023-05-09,18,WH_SOUTH,63
2023-05-09,19,WH_WEST,317
2023-05-09,20,WH_WEST,306
2023-05-09,21,WH_SOUTH,370
2023-05-09,22,WH_NORTH,376
2023-05-09,23,WH_WEST,226
2023-05-09,24,WH_EAST,415
2023-05-09,25,WH_EAST,484
2023-05-09,26,WH_SOUTH,318
2023-05-09,27,WH_SOUTH,156
2023-05-09,28,WH_SOUTH,350
2023-05-09,29,WH_WEST,300
2023-05-09,30,WH_NORTH,141
2023-05-09,31,WH_EAST,437
2023-05-09,32,WH_SOUTH,378
2023-05-09,33,WH_SOUTH,405
2023-05-09,34,WH_EAST,89
2023-05-09,35,WH_WEST,285
2023-05-09,36,WH_SOUTH,171
2023-05-09,37,WH_WEST,101
2023-05-09,38,WH_SOUTH,423
2023-05-09,39,WH_NORTH,456
2023-05-09,40,WH_SOUTH,126
2023-05-09,41,WH_NORTH,478
2023-05-09,42,WH_WEST,119
2023-05-09,43,WH_EAST,174
2023-05-09,44,WH_SOUTH,322
2023-05-09,45,WH_SOUTH,25
2023-05-09,46,WH_SOUTH,117
2023-05-09,47,WH_WEST,158
2023-05-09,48,WH_NORTH,432
2023-05-09,49,WH_SOUTH,78
2023-05-09,50,WH_EAST,388
2023-05-12,1,WH_WEST,477
2023-05-12,2,WH_EAST,11
2023-05-12,3,WH_EAST,97
2023-05-12,4,WH_WEST,80
2023-05-12,5,WH_NORTH,123
2023-05-12,6,WH_SOUTH,177
2023-05-12,7,WH_NORTH,165
2023-05-12,8,WH_NORTH,204
2023-05-12,9,WH_NORTH,64
2023-05-12,10,WH_SOUTH,420
2023-05-12,11,WH_SOUTH,167
2023-05-12,12,WH_NORTH,419
2023-05-12,13,WH_NORTH,249
2023-05-12,14,WH_NORTH,187
2023-05-12,15,WH_EAST,166
2023-05-12,16,WH_WEST,27
2023-05-12,17,WH_EAST,324
2023-05-12,18,WH_NORTH,139
2023-05-12,19,WH_SOUTH,77
2023-05-12,20,WH_EAST,484
2023-05-12,21,WH_EAST,201
2023-05-12,22,WH_EAST,36
2023-05-12,23,WH_NORTH,303
2023-05-12,24,WH_SOUTH,190
2023-05-12,25,WH_EAST,438
2023-05-12,26,WH_NORTH,67
2023-05-12,27,WH_EAST,119
2023-05-12,28,WH_NORTH,481
2023-05-12,29,WH_WEST,394
2023-05-12,30,WH_NORTH,300
2023-05-12,31,WH_NORTH,432
2023-05-12,32,WH_SOUTH,421
2023-05-12,33,WH_EAST,462
2023-05-12,34,WH_NORTH,178
2023-05-12,35,WH_SOUTH,373
2023-05-12,36,WH_EAST,312
2023-05-12,37,WH_EAST,476
2023-05-12,38,WH_NORTH,315
2023-05-12,39,WH_WEST,56
2023-05-12,40,WH_EAST,354
2023-05-12,41,WH_WEST,439
2023-05-12,42,WH_EAST,183
2023-05-12,43,WH_WEST,486
2023-05-12,44,WH_NORTH,457
2023-05-12,45,WH_WEST,221
2023-05-12,46,WH_SOUTH,88
2023-05-12,47,WH_SOUTH,142
2023-05-12,48,WH_WEST,125
2023-05-12,49,WH_NORTH,430
2023-05-12,50,WH_WEST,61
2023-05-15,1,WH_WEST,68
2023-05-15,2,WH_NORTH,343
2023-05-15,3,WH_EAST,456
2023-05-15,4,WH_WEST,121
2023-05-15,5,WH_EAST,67
2023-05-15,6,WH_NORTH,447
2023-05-15,7,WH_NORTH,234
2023-05-15,8,WH_WEST,481
2023-05-15,9,WH_NORTH,160
2023-05-15,10,WH_NORTH,148
2023-05-15,11,WH_SOUTH,28
2023-05-15,12,WH_EAST,310
2023-05-15,13,WH_WEST,256
2023-05-15,14,WH_EAST,341
2023-05-15,15,WH_WEST,304
2023-05-15,16,WH_WEST,235
2023-05-15,17,WH_NORTH,156
2023-05-15,18,WH_SOUTH,351
2023-05-15,19,WH_SOUTH,354
2023-05-15,20,WH_WEST,12
2023-05-15,21,WH_NORTH,381
2023-05-15,22,WH_NORTH,55
2023-05-15,23,WH_NORTH,40
2023-05-15,24,WH_EAST,391
2023-05-15,25,WH_WEST,375
2023-05-15,26,WH_NORTH,434
2023-05-15,27,WH_NORTH,375
2023-05-15,28,WH_SOUTH,307
2023-05-15,29,WH_SOUTH,248
2023-05-15,30,WH_NORTH,275
2023-05-15,31,WH_SOUTH,19
2023-05-15,32,WH_EAST,409
2023-05-15,33,WH_WEST,336
2023-05-15,34,WH_NORTH,197
2023-05-15,35,WH_SOUTH,284
2023-05-15,36,WH_NORTH,208
2023-05-15,37,WH_WEST,362
2023-05-15,38,WH_EAST,45
2023-05-15,39,WH_EAST,477
2023-05-15,40,WH_WEST,476
2023-05-15,41,WH_NORTH,179
2023-05-15,42,WH_NORTH,338
2023-05-15,43,WH_WEST,171
2023-05-15,44,WH_WEST,388
2023-05-15,45,WH_SOUTH,194
2023-05-15,46,WH_WEST,90
2023-05-15,47,WH_NORTH,6
2023-05-15,48,WH_WEST,486
2023-05-15,49,WH_SOUTH,365
2023-05-15,50,WH_WEST,80
2023-05-18,1,WH_NORTH,370
2023-05-18,2,WH_NORTH,344
2023-05-18,3,WH_EAST,229
2023-05-18,4,WH_SOUTH,323
2023-05-18,5,WH_SOUTH,234
2023-05-18,6,WH_SOUTH,180
2023-05-18,7,WH_WEST,144
2023-05-18,8,WH_NORTH,238
2023-05-18,9,WH_SOUTH,372
2023-05-18,10,WH_NORTH,491
2023-05-18,11,WH_SOUTH,25
2023-05-18,12,WH_WEST,309
2023-05-18,13,WH_WEST,487
2023-05-18,14,WH_EAST,52
2023-05-18,15,WH_EAST,177
2023-05-18,16,WH_EAST,311
2023-05-18,17,WH_SOUTH,210
2023-05-18,18,WH_WEST,456
2023-05-18,19,WH_NORTH,133
2023-05-18,20,WH_WEST,246
2023-05-18,21,WH_EAST,288
2023-05-18,22,WH_NORTH,483
2023-05-18,23,WH_WEST,194
2023-05-18,24,WH_WEST,230
2023-05-18,25,WH_EAST,35
2023-05-18,26,WH_EAST,390
2023-05-18,27,WH_WEST,457
2023-05-18,28,WH_NORTH,43
2023-05-18,29,WH_WEST,155
2023-05-18,30,WH_EAST,220
2023-05-18,31,WH_NORTH,179
2023-05-18,32,WH_EAST,420
2023-05-18,33,WH_WEST,106
2023-05-18,34,WH_EAST,127
2023-05-18,35,WH_NORTH,257
2023-05-18,36,WH_NORTH,469
2023-05-18,37,WH_WEST,107
2023-05-18,38,WH_SOUTH,8
2023-05-18,39,WH_NORTH,68
2023-05-18,40,WH_EAST,270
2023-05-18,41,WH_EAST,219
2023-05-18,42,WH_EAST,388
2023-05-18,43,WH_SOUTH,122
2023-05-18,44,WH_WEST,360
2023-05-18,45,WH_WEST,246
2023-05-18,46,WH_SOUTH,9
2023-05-18,47,WH_SOUTH,50
2023-05-18,48,WH_WEST,253
2023-05-18,49,WH_WEST,55
2023-05-18,50,WH_SOUTH,429
2023-05-21,1,WH_WEST,55
2023-05-21,2,WH_EAST,144
2023-05-21,3,WH_WEST,344
2023-05-21,4,WH_SOUTH,6
2023-05-21,5,WH_NORTH,73
2023-05-21,6,WH_EAST,340
2023-05-21,7,WH_NORTH,70
2023-05-21,8,WH_EAST,489
2023-05-21,9,WH_EAST,172
2023-05-21,10,WH_EAST,12
2023-05-21,11,WH_NORTH,175
2023-05-21,12,WH_EAST,302
2023-05-21,13,WH_NORTH,259
2023-05-21,14,WH_NORTH,340
2023-05-21,15,WH_SOUTH,290
2023-05-21,16,WH_WEST,205
2023-05-21,17,WH_WEST,121
2023-05-21,18,WH_WEST,69
2023-05-21,19,WH_EAST,193
2023-05-21,20,WH_NORTH,200
2023-05-21,21,WH_SOUTH,6
2023-05-21,22,WH_SOUTH,408
2023-05-21,23,WH_EAST,127
2023-05-21,24,WH_SOUTH,395
2023-05-21,25,WH_NORTH,14
2023-05-21,26,WH_NORTH,297
2023-05-21,27,WH_NORTH,149
2023-05-21,28,WH_SOUTH,160
2023-05-21,29,WH_SOUTH,314
2023-05-21,30,WH_EAST,316
2023-05-21,31,WH_SOUTH,9
2023-05-21,32,WH_WEST,354
2023-05-21,33,WH_EAST,54
2023-05-21,34,WH_WEST,290
2023-05-21,35,WH_WEST,160
2023-05-21,36,WH_EAST,211
2023-05-21,37,WH_WEST,78
2023-05-21,38,WH_WEST,354
2023-05-21,39,WH_SOUTH,183
2023-05-21,40,WH_NORTH,267
2023-05-21,41,WH_WEST,80
2023-05-21,42,WH_SOUTH,172
2023-05-21,43,WH_SOUTH,231
2023-05-21,44,WH_EAST,323
2023-05-21,45,WH_WEST,28
2023-05-21,46,WH_NORTH,84
2023-05-21,47,WH_SOUTH,127
2023-05-21,48,WH_NORTH,66
2023-05-21,49,WH_SOUTH,459
2023-05-21,50,WH_EAST,19
2023-05-24,1,WH_EAST,195
2023-05-24,2,WH_WEST,231
2023-05-24,3,WH_NORTH,94
2023-05-24,4,WH_EAST,40
2023-05-24,5,WH_EAST,265
2023-05-24,6,WH_NORTH,422
2023-05-24,7,WH_EAST,52
2023-05-24,8,WH_SOUTH,395
2023-05-24,9,WH_NORTH,172
2023-05-24,10,WH_NORTH,211
2023-05-24,11,WH_WEST,220
2023-05-24,12,WH_NORTH,363
2023-05-24,13,WH_NORTH,435
2023-05-24,14,WH_SOUTH,111
2023-05-24,15,WH_SOUTH,249
2023-05-24,16,WH_EAST,394
2023-05-24,17,WH_EAST,248
2023-05-24,18,WH_NORTH,298
2023-05-24,19,WH_WEST,409
2023-05-24,20,WH_SOUTH,213
2023-05-24,21,WH_NORTH,167
2023-05-24,22,WH_SOUTH,242
2023-05-24,23,WH_WEST,313
2023-05-24,24,WH_EAST,424
2023-05-24,25,WH_EAST,155
2023-05-24,26,WH_EAST,79
2023-05-24,27,WH_NORTH,74
2023-05-24,28,WH_SOUTH,409
2023-05-24,29,WH_EAST,355
2023-05-24,30,WH_SOUTH,128
2023-05-24,31,WH_WEST,97
2023-05-24,32,WH_NORTH,125
2023-05-24,33,WH_WEST,120
2023-05-24,34,WH_WEST,39
2023-05-24,35,WH_EAST,187
2023-05-24,36,WH_NORTH,115
2023-05-24,37,WH_NORTH,428
2023-05-24,38,WH_NORTH,467
2023-05-24,39,WH_NORTH,356
2023-05-24,40,WH_SOUTH,194
2023-05-24,41,WH_WEST,323
2023-05-24,42,WH_NORTH,471
2023-05-24,43,WH_EAST,403
2023-05-24,44,WH_NORTH,309
2023-05-24,45,WH_SOUTH,342
2023-05-24,46,WH_WEST,3
2023-05-24,47,WH_WEST,43
2023-05-24,48,WH_NORTH,135
2023-05-24,49,WH_WEST,476
2023-05-24,50,WH_NORTH,447
2023-05-27,1,WH_NORTH,425
2023-05-27,2,WH_NORTH,417
2023-05-27,3,WH_SOUTH,375
2023-05-27,4,WH_EAST,433
2023-05-27,5,WH_WEST,489
2023-05-27,6,WH_SOUTH,454
2023-05-27,7,WH_EAST,371
2023-05-27,8,WH_WEST,209
2023-05-27,9,WH_SOUTH,148
2023-05-27,10,WH_NORTH,496
2023-05-27,11,WH_NORTH,112
2023-05-27,12,WH_EAST,40
2023-05-27,13,WH_EAST,47
2023-05-27,14,WH_SOUTH,386
2023-05-27,15,WH_NORTH,264
2023-05-27,16,WH_NORTH,56
2023-05-27,17,WH_NORTH,159
2023-05-27,18,WH_NORTH,485
2023-05-27,19,WH_EAST,471
2023-05-27,20,WH_NORTH,357
2023-05-27,21,WH_SOUTH,80
2023-05-27,22,WH_EAST,325
2023-05-27,23,WH_NORTH,227
2023-05-27,24,WH_NORTH,158
2023-05-27,25,WH_EAST,230
2023-05-27,26,WH_NORTH,257
2023-05-27,27,WH_EAST,212
2023-05-27,28,WH_NORTH,293
2023-05-27,29,WH_EAST,405
2023-05-27,30,WH_NORTH,413
2023-05-27,31,WH_WEST,232
2023-05-27,32,WH_NORTH,151
2023-05-27,33,WH_WEST,269
2023-05-27,34,WH_SOUTH,35
2023-05-27,35,WH_NORTH,101
2023-05-27,36,WH_NORTH,134
2023-05-27,37,WH_EAST,390
2023-05-27,38,WH_WEST,139
2023-05-27,39,WH_EAST,242
2023-05-27,40,WH_SOUTH,484
